,inputs.city,inputs.country,inputs.post_code,inputs.post_code_extension,inputs.safety_flag,inputs.state,inputs.street,attomdata_attom_id.row_id,attomdata_attom_id.client_id,attomdata_attom_id.attom_id,attomdata_attom_id.is_hit,attomdata_attom_id.error
8233,Hicksville,US,11801,Not Available,False,NY,57 Autumn Lane,8233,,30005085,True,
8234,Dayton,US,45458,Not Available,False,OH,9597 Tahoe Drive,8234,,249747846,True,
8235,Las Vegas,US,89139,6902,False,NV,8153 Deerfield Ranch Ct,8235,,184071966,True,
8236,Akron,US,44305,Not Available,False,OH,447 Strader Road,8236,,53241063,True,
8237,Tamarac,US,33319,Not Available,False,FL,4905 NW 42nd Ave,8237,,160628107,True,
8238,West Palm Beach,US,33401,8488,False,FL,750 Millbrae Ct Unit 7,8238,,,False,
8239,Saint Landry,US,71367,3024,False,LA,1108 Saint Landry Hwy,8239,,296871939,True,
8240,Vineland,US,8360,Not Available,False,NJ,110 cimino blvd,8240,,153185643,True,
8241,Homestead,US,33035,1029,False,FL,1612 S Goldeneye Ln,8241,,146609930,True,
8242,Clovis,US,93619,6905,False,CA,643 Kaweah Ave,8242,,217594706,True,
8243,Ukiah,US,95482,9408,False,CA,3421 Burnette Way,8243,,,False,
8244,Charlotte,US,28269,3176,False,NC,11831 Winter Pine Ln,8244,,2066220,True,
8245,Brighton,US,80601,Not Available,False,CO,4669 Tanner Peak Trail,8245,,,False,
8246,Umatilla,US,32784,Not Available,False,FL,16500 Oleo Avenue,8246,,29447871,True,
8247,Minneapolis,US,55414,Not Available,False,MN,22 27th ave S.E. Apt 321,8247,,,False,
8248,San Antonio,US,78245,Not Available,False,TX,10206 Fossil Vly,8248,,,False,
8249,Baltimore,US,21229,2843,False,MD,40 Upmanor Rd,8249,,24110151,True,
8250,Ypsilanti,US,48197,8348,False,MI,5671 Caren Dr,8250,,24354111,True,
8251,Encino,US,91316,1211,False,CA,17656 Bessemer St,8251,,154397527,True,
8252,Garden,US,49835,5008,False,MI,15910 Temple St,8252,,288846120,True,
8253,Oak park heights,US,55082,Not Available,False,MN,14250 upper 54th street north,8253,,201492964,True,
8254,HUDSON,US,44236,Not Available,False,OH,1415,8254,,,False,
8255,Pawtucket,US,2860,5023,False,RI,429 West Ave,8255,,,False,
8256,Virginia Beach,US,23454,3900,False,VA,311 Hutton Cir,8256,,202493384,True,
8257,Lithonia,US,30038,Not Available,False,GA,3697 Shady Maple Drive,8257,,31205964,True,
8258,Charlotte,US,28210,Not Available,True,NC,3834 stokes ave,8258,,147793533,True,
8259,Okmulgee,US,74447,Not Available,False,OK,1123 E 8th st,8259,,195014760,True,
8260,Houston,US,77060,7022,False,TX,17630 Wayforest Dr,8260,,,False,
8261,Longs,US,29568,6749,False,SC,9365 S Highway 905,8261,,,False,
8262,Winter Garden,US,34787,Not Available,False,FL,12102 Rebeccas Run Drive,8262,,49452566,True,
8263,Peoria,US,85345,Not Available,False,AZ,11308 N. 82nd Avenue,8263,,2984522,True,
8264,New Braunfels,US,78130,9090,False,TX,2023 Sungate Dr,8264,,11200345,True,
8265,Santa Barbara,US,93101,2415,False,CA,34 E Mission St,8265,,156348963,True,
8266,Greensburg,US,15601,Not Available,False,PA,415 Walnut Ave,8266,,179001352,True,
8267,mcminnville,US,37110,Not Available,False,TN,109 mcgee st,8267,,33432015,True,
8268,Kingsland,US,78639,5940,False,TX,314 Cottonwood Dr,8268,,210011844,True,
8269,Fort Bragg,US,28307,Not Available,True,NC,1422 Merril St,8269,,,False,
8270,Jacksonville,US,72076,Not Available,False,AR,322 Randall Drive,8270,,15936757,True,
8271,Goldsboro,US,27534,8827,False,NC,101 Woodrose Ave,8271,,311900665,True,
8272,Yuba City,US,95993,4648,False,CA,473 Neil Dr,8272,,49330305,True,
8273,Hendersonville,US,28792,7446,False,NC,195 Quail Ln,8273,,177093897,True,
8274,Canute,US,73626,2648,False,OK,11005 N 2060 Rd,8274,,305341293,True,
8275,Fordyce,US,71742,Not Available,True,AR,1121 Madison St,8275,,250853577,True,
8276,Tavares,US,32778,5762,False,FL,2274 Bexley Dr,8276,,150275064,True,
8277,Pearland,US,77584,4063,False,TX,2954 Candle Falls Ln,8277,,251931262,True,
8278,Roseville,US,95747,4202,False,CA,365 Bramble Ct,8278,,158040192,True,
8279,New York,US,10035,3109,False,NY,2371 2nd Ave,8279,,169574843,True,
8280,Manila,US,72442,8273,False,AR,907 Amber Ln,8280,,235110858,True,
8281,Indianapolis,US,46268,4884,False,IN,6702 Crestwell Ln,8281,,52853799,True,
8282,Ridgefield,US,7657,2504,False,NJ,790 Charlotte Ter,8282,,,False,
8283,Pflugerville,US,78660,Not Available,False,TX,3300 Killingsworth Lane,8283,,,False,
8284,Citrus Springs,US,34433,Not Available,False,FL,9870 N. Corsair Ter.,8284,,,False,
8285,New City,US,10956,3015,False,NY,5 Virginia St,8285,,32479018,True,
8286,WOODBRIDGE,US,22193,Not Available,False,VA,15312 DILLWYN CT,8286,,9621137,True,
8287,Grand Rapids,US,49534,Not Available,False,MI,3926 Edinboro Street NW,8287,,30548550,True,
8288,Holbrook,US,11741,2517,False,NY,16 Rachels Way,8288,,170541943,True,
8289,Harrison,US,7029,2168,False,NJ,777 S 3rd St,8289,,252874308,True,
8290,Miami,US,33165,8019,False,FL,9520 SW 20th Ter,8290,,,False,
8291,Nashville,US,37211,5360,False,TN,517 Westcrest Dr,8291,,47212367,True,
8292,Renton,US,98059,Not Available,False,WA,13398 Newcastle Commons Dr Apt 417,8292,,,False,
8293,Raeford,US,28376,Not Available,False,NC,153 Fairfield Cir,8293,,303260303,True,
8294,Crossett,US,71635,8830,False,AR,2100 Virginia Mann Rd,8294,,211983731,True,
8295,Fort Lauderdale,US,33311,Not Available,False,FL,1020 nw 12 street,8295,,13451819,True,
8296,Sarasota,US,34231,Not Available,False,FL,1697 Brookhouse Circle,8296,,,False,
8297,Millbrook,US,36054,2549,False,AL,47 Lilly Pad Cir,8297,,356588,True,
8298,Atlanta,US,30311,5215,False,GA,3330 Tiara Cir SW,8298,,142839069,True,
8299,Sullivan,US,63080,Not Available,False,MO,2720 Luechtefeld Rd,8299,,219650545,True,
8300,Fairview,US,16415,1169,False,PA,7377 W Ridge Rd,8300,,179223123,True,
8301,Boynton Beach,US,33435,Not Available,False,FL,1820 New Palm Way,8301,,,False,
8302,Pittsburgh,US,15212,3039,False,PA,1335 Romanhoff St,8302,,177960638,True,
8303,Bronx,US,10473,4413,False,NY,875 Morrison Ave,8303,,170474673,True,
8304,Panama City,US,32404,2924,False,FL,11932 Raintree Dr,8304,,39769992,True,
8305,Lowell,US,1854,Not Available,False,MA,96 Mount Washington st,8305,,9473209,True,
8306,Pigeon Forge,US,37863,3125,False,TN,3404 Whaley Dr,8306,,,False,
8307,St.francis,US,55070,Not Available,False,MN,2570 230th ct nw,8307,,,False,
8308,Elk Grove,US,95624,2270,False,CA,9655 Elk Grove Florin Rd,8308,,27204649,True,
8309,Nevada,US,50201,2834,False,IA,1002 S I Ave,8309,,323514315,True,
8310,Oklahoma City,US,73130,1632,False,OK,10329 Caton Pl,8310,,50275444,True,
8311,Northampton,US,1060,3061,False,MA,35 State St Apt D,8311,,,False,
8312,Tucson,US,85741,1564,False,AZ,7869 N Jensen Dr,8312,,159006060,True,
8313,Boca Raton,US,33498,Not Available,False,FL,19610 Dinner Key Dr.,8313,,161451322,True,
8314,Henrico,US,23294,5117,False,VA,8605 N Eversham Ct,8314,,,False,
8315,Bridgewater,US,2324,3448,False,MA,35 Old Farm Rd,8315,,198705767,True,
8316,Violet Hill,US,72584,8878,False,AR,100 Pounders Dr,8316,,,False,
8317,Brooklyn,US,11233,3991,False,NY,316 Patchen Ave,8317,,147561717,True,
8318,Warner Robins,US,31088,Not Available,False,GA,111 Sandy Valley Dr.,8318,,171128728,True,
8319,PARKER,US,80134,Not Available,True,CO,12817 LEESBURG ROAD,8319,,140363272,True,
8320,MIAMI,US,33130,Not Available,False,FL,235 SW 6 Ave,8320,,143730522,True,
8321,Powell,US,82435,1905,False,WY,237 E 4th St,8321,,310651067,True,
8322,Torrance,US,90503,Not Available,False,CA,21007 Victor st,8322,,154912686,True,
8323,Seattle,US,98102,Not Available,False,WA,502 13th Ave E APT 211,8323,,,False,
8324,Bethlehem,US,18017,4700,False,PA,375 Hamilton Ave,8324,,240863547,True,
8325,Fairfield,US,94534,6618,False,CA,4105 Cedarvale Ct,8325,,147830991,True,
8326,Queens village,US,11429,Not Available,False,NY,109-16 209th st,8326,,,False,
8327,San Antonio,US,78260,Not Available,False,TX,2230 Estate Gate Drive,8327,,47272323,True,
8328,Houston,US,77033,2944,False,TX,5610 Windemere St,8328,,165721118,True,
8329,Chestertown,US,21620,1515,False,MD,111 High St,8329,,188707821,True,
8330,Vivian,US,71082,8962,False,LA,8285 Highway 170,8330,,,False,
8331,Spring,US,77388,3283,False,TX,21706 Texian Ct,8331,,8844989,True,
8332,Sevierville,US,37862,Not Available,False,TN,3418 Cove Meadows Dr,8332,,202116369,True,
8333,Laurelton,US,11413,2446,False,NY,13757 228th St,8333,,168833599,True,
8334,Dallas,US,75214,Not Available,False,TX,4715 Ridgelawn Drive,8334,,165162590,True,
8335,Vestavia Hills,US,35216,4846,False,AL,3741 Chestnut Ridge Ln,8335,,,False,
8336,Ridgeland,US,39157,1051,False,MS,2144 Lakeshore Dr,8336,,220399646,True,
8337,Chicago,US,60617,3714,False,IL,1907 E 93rd St,8337,,27098307,True,
8338,Tampa,US,33647,1700,False,FL,8430 Fenwick Ave,8338,,51477852,True,
8339,Cleveland,US,44126,Not Available,False,OH,3705 W 212Th St,8339,,146901486,True,
8340,Denver,US,80236,2722,False,CO,2940 S Federal Blvd,8340,,53636465,True,
8341,Athens,US,35614,4574,False,AL,13266 Hickory Hills Rd,8341,,324045291,True,
8342,Akron,US,44333,1656,False,OH,4672 Barnsleigh Dr,8342,,182048444,True,
8343,Palmdale,US,93550,7369,False,CA,1864 Dahlia Ct,8343,,140122716,True,
8344,Jacksonville,US,32221,4460,False,FL,7761 Stillwell Rd,8344,,15226491,True,
8345,Farmington Hills,US,48335,Not Available,False,MI,22541 Maywood Ct,8345,,,False,
8346,Saint Louis,US,63125,2532,False,MO,1452 Telegraph Rd,8346,,7763349,True,
8347,fitchburg,US,1420,Not Available,False,MA,342 Clarendon Street,8347,,20154871,True,
8348,New Port Richey,US,34654,Not Available,False,FL,9520 Indale Dr,8348,,19949824,True,
8349,Liverpool,US,13090,3705,False,NY,4017 Marlton Cir,8349,,168732642,True,
8350,Memphis,US,38133,2017,False,TN,8021 Carat Cir,8350,,5062143,True,
8351,Spring City,US,37381,Not Available,False,TN,2718 Old Stage Road,8351,,4112990,True,
8352,Carbondale,US,62901,Not Available,False,IL,208 S Emerald Ln,8352,,220714037,True,
8353,Northport,US,35473,Not Available,False,AL,3550 Watermelon Road,8353,,144117575,True,
8354,Gardendale,US,35071,2718,False,AL,109 Kyle Ct,8354,,15904918,True,
8355,Moline,US,61265,Not Available,False,IL,3716 10th Ave Ct,8355,,,False,
8356,Papillion,US,68046,8209,False,NE,1013 Fenwick St,8356,,7449562,True,
8357,Gardiner,US,4345,6236,False,ME,11B Allies Way,8357,,189569977,True,
8358,La Porte,US,46350,Not Available,False,IN,445 E Bobby Ave,8358,,213516071,True,
8359,Roaring Spring,US,16673,Not Available,False,PA,1098 E Main St,8359,,305452111,True,
8360,Katy,US,77494,0613,False,TX,5523 Lacey Oak Meadow Dr,8360,,28787393,True,
8361,West Memphis,US,72301,Not Available,False,AR,360 Garrison Ave,8361,,189046257,True,
8362,Chicago,US,60612,2626,False,IL,1822 W Washington Blvd,8362,,,False,
8363,Diberville,US,39540,6020,False,MS,15246 Haversham Pl,8363,,38710965,True,
8364,Converse,US,78109,3801,False,TX,6511 Port Elizabeth,8364,,323814058,True,
8365,towson,US,21286,Not Available,False,MD,619 stone barn Road,8365,,193101902,True,
8366,Providence,US,2906,Not Available,False,RI,92 University Avenue,8366,,,False,
8367,Winter Garden,US,34787,4919,False,FL,8121 Gray Kingbird Dr,8367,,324522450,True,
8368,Carrollton,US,23314,Not Available,False,VA,304 founders pointe trail,8368,,,False,
8369,Harbor Springs,US,49740,Not Available,False,MI,4761 Fisher Road,8369,,288879831,True,
8370,New Albany,US,43054,Not Available,False,OH,6784 Headwater Trail,8370,,,False,
8371,Decatur,US,30034,Not Available,False,GA,3211 Greenvale Way,8371,,599804,True,
8372,Norman,US,73069,7587,False,OK,2710 Trailwood Dr,8372,,250995961,True,
8373,Oakland,US,94610,2950,False,CA,392 Orange St,8373,,155652823,True,
8374,Baytown,US,77523,0764,False,TX,10314 Salmon St,8374,,,False,
8375,Sacramento,US,95825,4141,False,CA,2448 Larkspur Ln,8375,,51805434,True,
8376,Ringgold,US,71068,2873,False,LA,3070 Recreation Loop,8376,,296800304,True,
8377,houston,US,77079,Not Available,False,TX,13802 britoak lane,8377,,165766080,True,
8378,Minneapolis,US,55418,1105,False,MN,3615 2 1/2 St NE,8378,,149531350,True,
8379,Raleigh,US,27603,Not Available,False,NC,650 West North Street #418,8379,,,False,
8380,Phoenix,US,85053,1629,False,AZ,3140 W Libby St,8380,,8549629,True,
8381,Manteca,US,95336,7084,False,CA,1287 London Ave,8381,,16467068,True,
8382,Marana,US,85653,8547,False,AZ,10085 N Sooner Ln,8382,,2539964,True,
8383,FAIRFIELD,US,45014,Not Available,False,OH,2613 WINDAGE DRIVE,8383,,1140687,True,
8384,Allentown,US,18103,2948,False,PA,2240 Greenwood Rd,8384,,20495538,True,
8385,Forney,US,75126,4756,False,TX,202 Independence Trl,8385,,,False,
8386,Rothbury,US,49452,8135,False,MI,1098 E Arthur Rd,8386,,289770330,True,
8387,San Antonio,US,78242,Not Available,False,TX,147 Kontiki Pl,8387,,165594380,True,
8388,Aurora,US,80016,6057,False,CO,22085 E Ontario Dr,8388,,,False,
8389,Seattle,US,98125,4901,True,WA,11721 5th Ave NE,8389,,54551212,True,
8390,Germantown,US,20874,2684,False,MD,13109 Briarcliff Ter Apt 305,8390,,,False,
8391,Ontario,US,97914,8458,False,OR,458 Foothill Dr,8391,,205161480,True,
8392,Dayton,US,45440,2308,False,OH,5909 Gloucester Ct,8392,,2377863,True,
8393,Portland,US,97213,Not Available,False,OR,5326 NE Hoyt St,8393,,50203083,True,
8394,Evergreen Park,US,60805,3536,False,IL,2815 W 100th Pl,8394,,7535956,True,
8395,Fulton,US,13069,Not Available,False,NY,477 Red School House Rd.,8395,,170217490,True,
8396,Lafayette,US,47905,4062,False,IN,3604 Valdez Dr,8396,,187461066,True,
8397,Carteret,US,7008,Not Available,False,NJ,324 Pershing Ave,8397,,,False,
8398,West Bountiful,US,84087,1029,False,UT,2349 N 800 W,8398,,183733948,True,
8399,Owensboro,US,42303,7653,False,KY,2835 Trails Way,8399,,211864518,True,
8400,Trinidad,US,81082,7508,False,CO,25257 COUNTY ROAD 55.9,8400,,,False,
8401,Evans,US,30809,7253,True,GA,5602 Sunbury Loop,8401,,207913478,True,
8402,Weston,US,33331,3724,False,FL,3930 Osprey Ct,8402,,164525577,True,
8403,Stafford,US,77477,Not Available,False,TX,11834,8403,,,False,
8404,Parkland,US,33067,2486,False,FL,6330 NW 80th Dr,8404,,164673173,True,
8405,Walled Lake,US,48390,Not Available,False,MI,6106 Chesapeake Circle,8405,,,False,
8406,Meriden,US,6450,6046,False,CT,17 Horton Ave,8406,,198141100,True,
8407,Irvington,US,7111,1729,False,NJ,7 Sunset Ter,8407,,,False,
8408,Bronx,US,10460,Not Available,False,NY,1705 Bryant Avenue,8408,,168585722,True,
8409,Richmond,US,94806,Not Available,False,CA,3400 Richmond pkwy #719,8409,,,False,
8410,North Highlands,US,95660,4336,False,CA,6228 San Martin St,8410,,3110818,True,
8411,Campton,US,3223,5411,False,NH,16 Eastern Corner Rd,8411,,202233273,True,
8412,Danville,US,40422,8605,False,KY,4015 Riverside Dr,8412,,295492361,True,
8413,Sparta,US,28675,Not Available,False,NC,88 mount Carmel rd,8413,,302896504,True,
8414,Newport News,US,23606,1120,False,VA,214 Milstead Rd,8414,,35987223,True,
8415,Cape Coral,US,33909,Not Available,False,FL,1213 Northeast 7th Place,8415,,25190307,True,
8416,Havertown,US,19083,Not Available,False,PA,300 Kathmere Road,8416,,41102759,True,
8417,Los Angeles,US,90002,3562,False,CA,1522 E 107th St,8417,,3503884,True,
8418,Los Angeles,US,90044,Not Available,False,CA,11015 S Budlong Ave,8418,,154821630,True,
8419,Metairie,US,70003,5656,False,LA,1108 Richmond Dr,8419,,13535648,True,
8420,sacramento,US,95824,Not Available,True,CA,5982 wilkinson st,8420,,2237543,True,
8421,Jamison,US,18929,1784,False,PA,1510 Deborah Ct,8421,,,False,
8422,Harrah,US,73045,9589,False,OK,330131 E 1020 Rd,8422,,,False,
8423,Denton,US,76201,Not Available,False,TX,455 Strata Drive,8423,,,False,
8424,Macon,US,27551,9089,False,NC,111 Condor Ct,8424,,303550323,True,
8425,Omaha,US,68105,Not Available,False,NE,3067 S 41st St,8425,,,False,
8426,Rio Rancho,US,87124,Not Available,False,NM,1724 Veridian Dr. SE,8426,,189033098,True,
8427,Auburn Hills,US,48326,2247,False,MI,2725 Patrick Henry St Apt 508,8427,,,False,
8428,Coconut Creek,US,33066,Not Available,False,FL,2405 Antigua Circle,8428,,,False,
8429,Ponte Vedra Beach,US,32082,6236,False,FL,505 Boardwalk Dr Apt 221,8429,,,False,
8430,Honolulu,US,96819,2536,False,HI,2206 N School St,8430,,142756448,True,
8431,Covington,US,70433,Not Available,False,LA,71429 Seeger Road,8431,,200271218,True,
8432,Colorado Springs,US,80918,1686,False,CO,2914 Banjo Dr,8432,,27193781,True,
8433,Avondale,US,85392,3993,False,AZ,3800 N El Mirage Dr,8433,,159169104,True,
8434,Oxford,US,30054,2835,False,GA,35 Northwood Oak Ct,8434,,14892051,True,
8435,Caruthers,US,93609,Not Available,False,CA,2877 West Conejo Avenue,8435,,157316632,True,
8436,Grove City,US,16127,4507,False,PA,973 N Broad Street Ext,8436,,323339322,True,
8437,Watkinsville,US,30677,4136,False,GA,1131 Copperville Dr,8437,,13601105,True,
8438,Chula Vista,US,91913,1560,False,CA,1771 Bouquet Canyon Rd,8438,,20912753,True,
8439,Hendersonville,US,28792,1148,False,NC,3137 Florida Dr,8439,,177099734,True,
8440,Toney,US,35773,Not Available,False,AL,27750 Michael Lane,8440,,323989084,True,
8441,Canon City,US,81212,Not Available,False,CO,600 Raintree Blvd Lot 80,8441,,,False,
8442,North East,US,21901,1146,False,MD,271 W Branch Cir,8442,,186608484,True,
8443,Avon,US,46123,Not Available,False,IN,8610 Black Stone Crossing,8443,,,False,
8444,Lithonia,US,30038,Not Available,False,GA,4547 Mossey Drive,8444,,11446218,True,
8445,Baltimore,US,21211,Not Available,False,MD,1210 Dellwood Ave,8445,,27538005,True,
8446,West Caldwell,US,7006,Not Available,False,NJ,185 Forest Ave,8446,,45340235,True,
8447,Oviedo,US,32765,5645,False,FL,1699 Cracker Creek Ct,8447,,49897792,True,
8448,Lemon Grove,US,91945,2330,False,CA,7555 Pacific Ave Apt 10,8448,,,False,
8449,Wichita,US,67204,Not Available,False,KS,2518 North Somerset Avenue,8449,,8501038,True,
8450,Abilene,US,79605,2918,False,TX,841 Sammons St,8450,,23295901,True,
8451,Orlando,US,32832,6665,False,FL,14299 Sanctuary Crossing Rd,8451,,,False,
8452,Lenoir,US,28645,Not Available,False,NC,3131 Clarks Chapel Rd,8452,,177345960,True,
8453,Tiverton,US,2878,1003,False,RI,39 Bay St,8453,,54427789,True,
8454,Pittsburgh,US,15209,Not Available,False,PA,409 Stanton Avenue,8454,,149842517,True,
8455,Commerce,US,90040,5414,False,CA,4543 Dunham St,8455,,154674519,True,
8456,Chicago,US,60622,1703,False,IL,1406 N Artesian Ave,8456,,23845058,True,
8457,Bronx,US,10462,Not Available,False,NY,1469 East Avenue,8457,,,False,
8458,Long Beach,US,90802,2720,False,CA,535 W 3rd St,8458,,40195250,True,
8459,Huntington Park,US,90255,2872,False,CA,2479 Randolph St,8459,,,False,
8460,Stockton,US,95203,1035,False,CA,2916 Peachtree Dr,8460,,12778868,True,
8461,Downey,US,90240,2763,False,CA,7920 Gallatin Rd,8461,,18394223,True,
8462,Hilmar,US,95324,Not Available,False,CA,19835 patrica ln,8462,,156672670,True,
8463,Newark,US,19702,Not Available,False,DE,1202 Gregory Drive,8463,,,False,
8464,Shreveport,US,71106,Not Available,False,LA,333 Northbrook Dr,8464,,39155428,True,
8465,San Lorenzo,US,94580,1028,False,CA,569 Cornell St,8465,,145952865,True,
8466,Gibsonton,US,33534,5646,True,FL,7607 Wood Violet Dr,8466,,40074602,True,
8467,San Bernardino,US,92407,2156,False,CA,5965 N Walnut Ave,8467,,5092490,True,
8468,Rockville,US,20850,6001,False,MD,103 Pasture Side Pl,8468,,,False,
8469,Maywood,US,7607,Not Available,True,NJ,491 maywood ave,8469,,149985085,True,
8470,Belvidere,US,61008,Not Available,False,IL,1424 Dawngate Dr,8470,,292629721,True,
8471,Murrieta,US,92562,Not Available,False,CA,35729 Sundew Lane,8471,,15761809,True,
8472,Rocky Point,US,11778,Not Available,False,NY,347 Locust Dr,8472,,32766637,True,
8473,Charleston,US,38921,9749,False,MS,54 Eskridge St,8473,,299042877,True,
8474,Sylvania,US,43560,Not Available,False,OH,5301 Alexis Rd,8474,,32923402,True,
8475,Camden,US,38320,Not Available,False,TN,1455 Oakdale Rd,8475,,190896813,True,
8476,Fort Mitchell,US,36856,5417,False,AL,11 Farmboy Ct,8476,,233020745,True,
8477,Baltimore,US,21217,3687,False,MD,1426 Madison Ave,8477,,4497301,True,
8478,Plainfield,US,46168,1438,False,IN,906 Highlander Dr,8478,,189548406,True,
8479,SAN DIEGO,US,92128,Not Available,False,CA,12622 Springbrook Drive,8479,,19843848,True,
8480,Fayetteville,US,28311,Not Available,False,NC,102 Homeplace Court,8480,,,False,
8481,Columbia,US,38401,8139,False,TN,1750 Old Lewisburg Hwy,8481,,217537371,True,
8482,San Jose,US,95136,Not Available,True,CA,4907 pony pass cir,8482,,52326557,True,
8483,San Jose,US,95136,1922,True,CA,4475 Crocus Dr,8483,,157620899,True,
